date,win_team,lose_team
021-02-09,James Madison           ,Elon                    
021-02-09,South Alabama           ,Georgia St              
021-02-09,Southern Utah           ,San Diego Chr           
021-02-10,Citadel                 ,ETSU                    
021-02-10,Old Dominion            ,Charlotte               
021-02-10,UNC Greensboro          ,Furman                  
021-02-10,W Carolina              ,VMI                     
021-02-10,Chattanooga             ,Wofford                 
021-02-10,Mercer                  ,Samford                 
021-02-10,Abilene Chr             ,Houston Bap             
021-02-10,SF Austin               ,TAM C. Christi          
021-02-10,Mississippi             ,Missouri                
021-02-10,Nicholls St             ,Lamar                   
021-02-10,Northwestern LA         ,Incarnate Word          
021-02-10,St Louis                ,Rhode Island            
021-02-10,Sam Houston St          ,SE Louisiana            
021-02-10,George Mason            ,Fordham                 
021-02-10,Indiana                 ,Northwestern            
021-02-10,Iowa                    ,Rutgers                 
021-02-10,LSU                     ,Mississippi St          
021-02-10,Tulane                  ,Tulsa                   
021-02-10,Wichita St              ,UCF                     
021-02-10,Virginia                ,Georgia Tech            
021-02-10,San Diego St            ,San Jose St             
021-02-10,Wake Forest             ,Boston College          
021-02-10,Providence              ,Connecticut             
021-02-10,Missouri St             ,S Illinois              
021-02-10,Bradley                 ,Valparaiso              
021-02-10,Houston                 ,South Florida           
021-02-10,Drake                   ,Northern Iowa           
021-02-10,Villanova               ,Marquette               
021-02-10,Pepperdine              ,San Francisco           
021-02-10,Tennessee               ,Georgia                 
021-02-10,Wisconsin               ,Nebraska                
021-02-11,Georgia St              ,Ga Southern             
021-02-11,South Alabama           ,Troy                    
021-02-11,ULM                     ,Louisiana               
021-02-11,Texas St                ,UT Arlington            
021-02-11,Presbyterian            ,Hampton                 
021-02-11,Belmont                 ,E Kentucky              
021-02-11,Jacksonville St         ,E Illinois              
021-02-11,Austin Peay             ,TN Martin               
021-02-11,Morehead St             ,Tennessee St            
021-02-11,Winthrop                ,Radford                 
021-02-11,SIUE                    ,Tennessee Tech          
021-02-11,Idaho St                ,Idaho                   
021-02-11,Montana                 ,Weber St                
021-02-11,E Washington            ,Montana St              
021-02-11,Merrimack               ,Central Conn            
021-02-11,Wagner                  ,F Dickinson             
021-02-11,Mt St Mary's            ,LIU Brooklyn            
021-02-11,Minnesota               ,Purdue                  
021-02-11,St Francis NY           ,St Francis PA           
021-02-11,Fresno St               ,Air Force               
021-02-11,Utah                    ,California              
021-02-11,Washington St           ,UCLA                    
021-02-11,Colorado                ,Stanford                
021-02-11,Oregon                  ,Arizona St              
021-02-11,Arizona                 ,Oregon St               
021-02-11,Boise St                ,UNLV                    
021-02-11,USC                     ,Washington              
021-02-11,Longwood                ,Gardner Webb            
021-02-11,High Point              ,Charleston So           
021-02-11,Kansas                  ,Iowa St                 
021-02-11,Campbell                ,SC Upstate              
021-02-11,Pacific                 ,Portland                
021-02-12,Detroit                 ,Cleveland St            
021-02-12,W Illinois              ,Denver                  
021-02-12,IUPUI                   ,IL Chicago              
021-02-12,Missouri KC             ,NE Omaha                
021-02-12,Utah Valley             ,Dixie St                
021-02-12,Youngstown St           ,PFW                     
021-02-12,Seattle                 ,New Mexico St           
021-02-12,Robert Morris           ,Oakland                 
021-02-12,WKU                     ,Rice                    
021-02-12,WI Green Bay            ,N Kentucky              
021-02-12,Wright St               ,WI Milwaukee            
021-02-12,UC Davis                ,Long Beach St           
021-02-12,CS Bakersfield          ,UC San Diego            
021-02-12,UC Riverside            ,UC Irvine               
021-02-12,UC Santa Barbara        ,Hawaii                  
021-02-12,UTEP                    ,Florida Intl            
021-02-12,Merrimack               ,Central Conn            
021-02-12,Hampton                 ,Presbyterian            
021-02-12,UT San Antonio          ,FL Atlantic             
021-02-12,Jacksonville            ,Lipscomb                
021-02-12,Mt St Mary's            ,LIU Brooklyn            
021-02-12,Louisiana Tech          ,UAB                     
021-02-12,North Texas             ,Southern Miss           
021-02-12,Winthrop                ,Radford                 
021-02-12,St Francis PA           ,St Francis NY           
021-02-12,UCF                     ,Tulane                  
021-02-12,Iona                    ,Manhattan               
021-02-12,Charleston So           ,High Point              
021-02-12,Akron                   ,Miami OH                
021-02-12,VCU                     ,St Bonaventure          
021-02-12,Canisius                ,Quinnipiac              
021-02-12,Marshall                ,MTSU                    
021-02-12,Campbell                ,SC Upstate              
021-02-12,Clemson                 ,Georgia Tech            
021-02-12,Illinois                ,Nebraska                
021-02-12,Longwood                ,Gardner Webb            
021-02-12,Stetson                 ,Kennesaw                
021-02-12,Liberty                 ,North Florida           
