date,win_team,lose_team
3/4/2021,Tulsa,NE Oklahoma
3/4/2021,Duquesne,Richmond
3/4/2021,Dayton,Rhode Island
3/4/2021,Winthrop,Longwood
3/4/2021,Campbell,Radford
3/4/2021,Nicholls St,McNeese St
3/4/2021,Vanderbilt,Cincinnati
3/4/2021,Massachusetts,St Joseph's PA
3/4/2021,George Mason,G Washington
3/4/2021,UT San Antonio,SW Adventist
3/5/2021,Buffalo,Kent
3/5/2021,N Illinois,C Michigan
3/5/2021,Toledo,Ball St
3/5/2021,E Michigan,W Michigan
3/5/2021,Georgia Tech,Wake Forest
3/5/2021,Utah Valley,Grand Canyon
3/5/2021,Seattle,Cal Baptist
3/5/2021,Miami FL,Boston College
3/5/2021,Tarleton St,UTRGV
3/5/2021,Monmouth NJ,Rider
3/5/2021,Hawaii,UC Davis
3/5/2021,UC Irvine,Long Beach St
3/5/2021,UC Riverside,CS Northridge
3/5/2021,UC Santa Barbara,Cal Poly
3/5/2021,UC San Diego,CS Fullerton
3/5/2021,E Washington,Idaho St
3/5/2021,New Mexico St,Dixie St
3/5/2021,St Peter's,Quinnipiac
3/5/2021,Fairfield,Manhattan
3/5/2021,Old Dominion,WKU
3/5/2021,Canisius,Siena
3/5/2021,Nevada,Colorado St
3/5/2021,Marshall,Charlotte
3/5/2021,UAB,North Texas
3/5/2021,Indiana St,Evansville
3/5/2021,Citadel,W Carolina
3/5/2021,Mercer,Samford
3/5/2021,Missouri St,Valparaiso
3/5/2021,Arkansas St,Ga Southern
3/5/2021,South Alabama,ULM
3/5/2021,Appalachian St,Ark Little Rock
3/5/2021,Troy,UT Arlington
3/5/2021,Morgan St,Delaware St
3/5/2021,FL Atlantic,MTSU
3/5/2021,Ark Pine Bluff,MS Valley St
3/5/2021,Montana St,CS Sacramento
3/5/2021,Montana,Warner Pacific
3/5/2021,St Bonaventure,Duquesne
3/5/2021,Loyola-Chicago,S Illinois
3/5/2021,St Louis,Massachusetts
3/5/2021,Liberty,Stetson
3/5/2021,VCU,Dayton
3/5/2021,Davidson,George Mason
3/5/2021,North Alabama,FL Gulf Coast
3/5/2021,Belmont,Jacksonville St
3/5/2021,Loy Marymount,San Francisco
3/5/2021,Morehead St,E Kentucky
3/5/2021,Santa Clara,Pacific
3/5/2021,Rice,Our Lady Lake
3/6/2021,CS Sacramento,Montana St
3/6/2021,Southern Utah,Portland St
3/6/2021,UC Davis,Hawaii
3/6/2021,UC Irvine,Long Beach St
3/6/2021,UC Riverside,CS Northridge
3/6/2021,UC Santa Barbara,Cal Poly
3/6/2021,Grambling,Alabama A&M
3/6/2021,Jackson St,Alabama St
3/6/2021,Prairie View,Alcorn St
3/6/2021,TX Southern,Southern Univ
3/6/2021,Northwestern LA,Cent Arkansas
3/6/2021,North Carolina,Duke
3/6/2021,Abilene Chr,Incarnate Word
3/6/2021,Notre Dame,Florida St
3/6/2021,Virginia,Louisville
3/6/2021,New Orleans,SE Louisiana
3/6/2021,SF Austin,Sam Houston St
3/6/2021,UC San Diego,CS Fullerton
3/6/2021,Lamar,McNeese St
3/6/2021,TAM C. Christi,Houston Bap
3/6/2021,Illinois,Ohio St
3/6/2021,Purdue,Indiana
3/6/2021,Grand Canyon,Utah Valley
3/6/2021,Cal Baptist,Seattle
3/6/2021,Tarleton St,UTRGV
3/6/2021,Rutgers,Minnesota
3/6/2021,Creighton,Butler
3/6/2021,Marquette,Xavier
3/6/2021,Providence,Villanova
3/6/2021,USC,UCLA
3/6/2021,Connecticut,Georgetown
3/6/2021,New Mexico St,Dixie St
3/6/2021,St John's,Seton Hall
3/6/2021,WKU,Old Dominion
3/6/2021,Wyoming,UNLV
3/6/2021,Mississippi,Vanderbilt
3/6/2021,Arkansas,Texas A&M
3/6/2021,Auburn,Mississippi St
3/6/2021,LSU,Missouri
3/6/2021,Kentucky,South Carolina
3/6/2021,Oklahoma St,West Virginia
3/6/2021,Utah,Arizona St
3/6/2021,Alabama,Georgia
3/6/2021,ETSU,Chattanooga
3/6/2021,Elon,Towson
3/6/2021,Kansas St,Iowa St
3/6/2021,William & Mary,UNC Wilmington
3/6/2021,VMI,Furman
3/6/2021,Utah St,Fresno St
3/6/2021,MA Lowell,UMBC
3/6/2021,Bucknell,Lafayette
3/6/2021,Army,American Univ
3/6/2021,Hartford,Vermont
3/6/2021,S Dakota St,NE Omaha
3/6/2021,South Dakota,W Illinois
3/6/2021,Clemson,Pittsburgh
3/6/2021,Loyola MD,Navy
3/6/2021,Wichita St,South Florida
3/6/2021,Marshall,Charlotte
3/6/2021,UAB,North Texas
3/6/2021,Bryant,Sacred Heart
3/6/2021,Colgate,Boston Univ
3/6/2021,Mt St Mary's,Wagner
3/6/2021,Delaware St,Morgan St
3/6/2021,UNC Greensboro,Citadel
3/6/2021,Loyola-Chicago,Indiana St
3/6/2021,Drake,Missouri St
3/6/2021,Mercer,Wofford
3/6/2021,Louisiana,South Alabama
3/6/2021,St Bonaventure,St Louis
3/6/2021,Georgia St,Arkansas St
3/6/2021,Morehead St,Belmont
3/6/2021,Coastal Car,Troy
3/6/2021,St Mary's CA,Loy Marymount
3/6/2021,Appalachian St,Texas St
3/6/2021,VCU,Davidson
3/6/2021,Pepperdine,Santa Clara
3/6/2021,Montana,Warner Pacific
3/7/2021,Iowa,Wisconsin
3/7/2021,Penn St,Maryland
3/7/2021,Michigan St,Michigan
3/7/2021,Cincinnati,East Carolina
3/7/2021,Houston,Memphis
3/7/2021,Oregon,Oregon St
3/7/2021,Tennessee,Florida
3/7/2021,Hofstra,Delaware
3/7/2021,Baylor,Texas Tech
3/7/2021,Oral Roberts,North Dakota
3/7/2021,Texas,TCU
3/7/2021,Drexel,Col Charleston
3/7/2021,N Dakota St,Missouri KC
3/7/2021,Northwestern,Nebraska
3/7/2021,Winthrop,Campbell
3/7/2021,Liberty,North Alabama
3/7/2021,Loyola-Chicago,Drake
3/7/2021,Elon,James Madison
3/7/2021,UNC Greensboro,ETSU
3/7/2021,Northeastern,William & Mary
3/7/2021,Georgia St,Louisiana
3/7/2021,Mercer,VMI
3/7/2021,Appalachian St,Coastal Car
3/8/2021,Cleveland St,WI Milwaukee
3/8/2021,Oakland,N Kentucky
3/8/2021,Rider,Canisius
3/8/2021,Gonzaga,St Mary's CA
3/8/2021,BYU,Pepperdine
3/8/2021,Elon,Hofstra
3/8/2021,Oral Roberts,S Dakota St
3/8/2021,UNC Greensboro,Mercer
3/8/2021,Appalachian St,Georgia St
3/8/2021,Drexel,Northeastern
3/8/2021,N Dakota St,South Dakota
3/9/2021,Miami FL,Pittsburgh
3/9/2021,Duke,Boston College
3/9/2021,Iona,Quinnipiac
3/9/2021,Long Beach St,CS Northridge
3/9/2021,SE Louisiana,McNeese St
3/9/2021,Mt St Mary's,Bryant
3/9/2021,Notre Dame,Wake Forest
3/9/2021,Fairfield,Manhattan
3/9/2021,Rice,Southern Miss
3/9/2021,Cal Poly,CS Fullerton
3/9/2021,Houston Bap,Incarnate Word
3/9/2021,Cleveland St,Oakland
3/9/2021,Drexel,Elon
3/9/2021,Gonzaga,BYU
3/9/2021,Oral Roberts,N Dakota St
3/10/2021,N Colorado,CS Sacramento
3/10/2021,Syracuse,NC State
3/10/2021,Northern Arizona,Portland St
3/10/2021,Wyoming,San Jose St
3/10/2021,Jackson St,Ark Pine Bluff
3/10/2021,Georgetown,Marquette
3/10/2021,UNLV,Air Force
3/10/2021,Montana,Idaho
3/10/2021,Loyola MD,Army
3/10/2021,Butler,Xavier
3/10/2021,UT San Antonio,Charlotte
3/10/2021,Fresno St,New Mexico
3/10/2021,Colgate,Bucknell
3/10/2021,DePaul,Providence
3/10/2021,FL Atlantic,UTEP
3/10/2021,Prairie View,MS Valley St
3/10/2021,Arizona St,Washington St
3/10/2021,Minnesota,Northwestern
3/10/2021,Kansas St,TCU
3/10/2021,Vanderbilt,Texas A&M
3/10/2021,Utah,Washington
3/10/2021,Penn St,Nebraska
3/10/2021,Oklahoma,Iowa St
3/10/2021,California,Stanford
3/10/2021,North Texas,MTSU
3/10/2021,Miami FL,Clemson
3/10/2021,Iona,Siena
3/10/2021,New Orleans,SE Louisiana
3/10/2021,Duke,Louisville
3/10/2021,Rice,Marshall
3/10/2021,Fairfield,Monmouth NJ
3/10/2021,Lamar,Houston Bap
3/10/2021,North Carolina,Notre Dame
3/11/2021,Toledo,Ball St
3/11/2021,Ohio,Kent
3/11/2021,Buffalo,Miami OH
3/11/2021,Akron,Bowling Green
3/11/2021,Seton Hall,St John's
3/11/2021,TX Southern,Alcorn St
3/11/2021,Montana St,Idaho St
3/11/2021,UC Davis,CS Bakersfield
3/11/2021,Nevada,Boise St
3/11/2021,Morgan St,Florida A&M
3/11/2021,Seattle,Cal Baptist
3/11/2021,Niagara,Marist
3/11/2021,Norfolk St,NC Central
3/11/2021,Grambling,Southern Univ
3/11/2021,New Mexico St,UTRGV
3/11/2021,UC Riverside,Hawaii
3/11/2021,Maryland,Michigan St
3/11/2021,Oklahoma St,West Virginia
3/11/2021,Mississippi St,Kentucky
3/11/2021,South Florida,Temple
3/11/2021,Tulane,Tulsa
3/11/2021,Oregon St,UCLA
3/11/2021,Rutgers,Indiana
3/11/2021,Missouri,Georgia
3/11/2021,UCF,East Carolina
3/11/2021,Mississippi,South Carolina
3/11/2021,Texas,Texas Tech
3/11/2021,St Peter's,Rider
3/11/2021,UC Santa Barbara,Long Beach St
3/11/2021,UC Irvine,Cal Poly
3/11/2021,Virginia,Syracuse
3/11/2021,Georgetown,Villanova
3/11/2021,Southern Utah,N Colorado
3/11/2021,Ohio St,Minnesota
3/11/2021,Georgia Tech,Miami FL
3/11/2021,Florida,Vanderbilt
3/11/2021,Baylor,Kansas St
3/11/2021,Oregon,Arizona St
3/11/2021,San Diego St,Wyoming
3/11/2021,Northwestern LA,New Orleans
3/11/2021,Creighton,Butler
3/11/2021,WKU,UT San Antonio
3/11/2021,Kansas,Oklahoma
3/11/2021,UAB,Rice
3/11/2021,E Washington,Northern Arizona
3/11/2021,USC,Utah
3/11/2021,Wisconsin,Penn St
3/11/2021,North Carolina,Virginia Tech
3/11/2021,Lamar,Sam Houston St
3/11/2021,Connecticut,DePaul
3/11/2021,Utah St,UNLV
3/11/2021,Louisiana Tech,FL Atlantic
3/11/2021,North Texas,Old Dominion
3/11/2021,Montana,Weber St
3/11/2021,Colorado St,Fresno St
3/11/2021,Colorado,California
3/11/2021,Florida St,Duke
3/12/2021,Cincinnati,SMU
3/12/2021,Michigan,Maryland
3/12/2021,WKU,UAB
3/12/2021,Alabama,Mississippi St
3/12/2021,Wichita St,South Florida
3/12/2021,Ohio St,Purdue
3/12/2021,Tennessee,Florida
3/12/2021,North Texas,Louisiana Tech
3/12/2021,TX Southern,Jackson St
3/12/2021,Ohio,Toledo
3/12/2021,Morgan St,Coppin St
3/12/2021,Iona,Niagara
3/12/2021,Nicholls St,Northwestern LA
3/12/2021,Georgetown,Seton Hall
3/12/2021,Georgia Tech,Virginia
3/12/2021,Illinois,Rutgers
3/12/2021,Oklahoma St,Baylor
3/12/2021,Montana St,Southern Utah
3/12/2021,Arkansas,Missouri
3/12/2021,Houston,Tulane
3/12/2021,Buffalo,Akron
3/12/2021,Grand Canyon,Seattle
3/12/2021,Fairfield,St Peter's
3/12/2021,Oregon St,Oregon
3/12/2021,Iowa,Wisconsin
3/12/2021,Florida St,North Carolina
3/12/2021,UC Santa Barbara,UC Davis
3/12/2021,Abilene Chr,Lamar
3/12/2021,Creighton,Connecticut
3/12/2021,Prairie View,Grambling
3/12/2021,San Diego St,Nevada
3/12/2021,LSU,Mississippi
3/12/2021,Texas,Kansas
3/12/2021,E Washington,Montana
3/12/2021,Memphis,UCF
3/12/2021,New Mexico St,Utah Valley
3/12/2021,Colorado,USC
3/12/2021,UC Irvine,UC Riverside
3/12/2021,Utah St,Colorado St
3/13/2021,Hartford,MA Lowell
3/13/2021,Norfolk St,Morgan St
3/13/2021,Alabama,Tennessee
3/13/2021,Ohio St,Michigan
3/13/2021,Cincinnati,Wichita St
3/13/2021,Illinois,Iowa
3/13/2021,LSU,Arkansas
3/13/2021,Iona,Fairfield
3/13/2021,Houston,Memphis
3/13/2021,TX Southern,Prairie View
3/13/2021,San Diego St,Utah St
3/13/2021,Texas,Oklahoma St
3/13/2021,Georgetown,Creighton
3/13/2021,Ohio,Buffalo
3/13/2021,E Washington,Montana St
3/13/2021,Georgia Tech,Florida St
3/13/2021,North Texas,WKU
3/13/2021,Abilene Chr,Nicholls St
3/13/2021,Grand Canyon,New Mexico St
3/13/2021,Oregon St,Colorado
3/13/2021,UC Santa Barbara,UC Irvine
3/14/2021,St Bonaventure,VCU
3/14/2021,Colgate,Loyola MD
3/14/2021,Alabama,LSU
3/14/2021,Houston,Cincinnati
3/14/2021,Illinois,Ohio St
3/17/2021,Richmond,Toledo
3/17/2021,WKU,St Mary's CA
